'gai	1	1.000
'gradi	11	0.091
'grady,	2	0.500
'grady.	1	1.000
'grady:	1	1.000
'h,	1	1.000
'hair	9	0.111
'hair,	3	0.333
'hanian	5	0.200
'hanian,	1	1.000
'hanian.	1	1.000
'hanlon	1	1.000
'hanlon,	1	1.000
'hannigan	1	1.000
'hara	4	0.250
'hara'	1	1.000
'hara,	2	0.500
'hare	8	0.125
'hare,	1	1.000
'he	1	1.000
'helia	2	0.500
'helias,	1	1.000
'henlei	2	0.500
'homm	1	1.000
'hommedieu	1	1.000
'hommedieu'	2	0.500
'hommedieu,	4	0.250
'horizon	1	1.000
'hotel	1	1.000
'huez,	2	0.500
'huez.	1	1.000
'humor,	1	1.000
'i	4	0.250
'i,	1	1.000
'ieteren,	1	1.000
'il	3	0.333
'in	1	1.000
'ing	1	1.000
'internet,	1	1.000
'italia	8	0.125
'italia,	1	1.000
'italia.	4	0.250
'italia."	1	1.000
'j	1	1.000
'justice,'	1	1.000
'k	1	1.000
'keefe'	1	1.000
'keefe,	1	1.000
'keefe;	2	0.500
'keeff	9	0.111
'keeffe'	4	0.250
'keeffe),	1	1.000
'keeffe,	5	0.200
'keeffe--a	1	1.000
'keeffe-lik	1	1.000
'kivshchyna,	1	1.000
'know,	3	0.333
'l	3	0.333
'leari	8	0.125
'leary'	6	0.167
'leary).	1	1.000
'leary,	2	0.500
'leary--ov	1	1.000
'lit	1	1.000
'll,	5	0.200
'll-never-be-hungry-again	1	1.000
'llreappear	1	1.000
'looney,	2	0.500
'loughlin,	1	1.000
'm"	2	0.500
'm,	8	0.125
'm-a	1	1.000
'm-just-a-dumb-jock	1	1.000
'mallei	2	0.500
'malley.	1	1.000
'malleys'	1	1.000
'matt	2	0.500
'meara	4	0.250
'meara,	3	0.333
'meara.	1	1.000
'meen?	1	1.000
'mon,	5	0.200
'n	7	0.143
'n'dodi	1	1.000
'n-tell	1	1.000
'nai	3	0.333
'nan	2	0.500
'nan'	2	0.500
'neal	12	0.083
'neal'	2	0.500
'neal),	1	1.000
'neal,	4	0.250
'near	1	1.000
'neil	13	0.077
'neil'	1	1.000
'neil,	2	0.500
'neil.	1	1.000
'neill	41	0.024
'neill'	2	0.500
'neill,	19	0.053
'neill.	2	0.500
'neill."	1	1.000
'nokes"	1	1.000
'o	1	1.000
'odham	1	1.000
'oeil	4	0.250
'oeuvr	11	0.091
'oh!	1	1.000
'onofrio	6	0.167
'onor	1	1.000
'or	1	1.000
'or,	1	1.000
'or:	1	1.000
'orange.	1	1.000
'orchestre,"	1	1.000
'orleans.	1	1.000
'orme,	1	1.000
'ormesson	1	1.000
'orn	1	1.000
'oro	2	0.500
'orsai	2	0.500
'orso	1	1.000
'orso;	4	0.250
'osservator	2	0.500
'ouevr	1	1.000
'oyli	3	0.333
'r	2	0.500
'ran,"	1	1.000
're")	1	1.000
're)	1	1.000
're,	3	0.333
'reilli	7	0.143
'reilly,	4	0.250
'reilly.	1	1.000
'rent	5	0.200
'riley"	1	1.000
'ring	1	1.000
'rith	2	0.500
'rith.	1	1.000
'roi	2	0.500
'rourk	1	1.000
'rourke,	2	0.500
'ry	1	1.000
'ryon	2	0.500
's"	23	0.043
's")	1	1.000
's'	1	1.000
's)	20	0.050
's),	7	0.143
's)--and	1	1.000
's)--therebi	1	1.000
's).	4	0.250
's);	2	0.500
's,	284	0.004
's,"	7	0.143
's--"	1	1.000
's--"closer	1	1.000
's--$18,000.	1	1.000
's--a	1	1.000
's--abil	1	1.000
's--across	1	1.000
's--and	2	0.500
's--appar	1	1.000
's--call	1	1.000
's--do.	1	1.000
's--drive	1	1.000
's--even	1	1.000
's--expens	1	1.000
's--final	1	1.000
's--further	1	1.000
's--i	2	0.500
's--in	1	1.000
's--major	1	1.000
's--natch),	1	1.000
's--or	1	1.000
's--real--nam	1	1.000
's--the	1	1.000
's--wa	2	0.500
's--whoops,	1	1.000
's--will	1	1.000
's-afflict	3	0.333
's-and-o'	1	1.000
's-bodi	1	1.000
's-bounti	1	1.000
's-club	1	1.000
's-ed	1	1.000
's-edg	1	1.000
's-egg-blu	1	1.000
's-even-worse-than-you-thought	1	1.000
's-ey	6	0.167
's-feet	1	1.000
's-his-nam	1	1.000
's-hit-the-bottom,	1	1.000
's-horn	1	1.000
's-hot	1	1.000
's-land	1	1.000
's-land,"	1	1.000
's-length	4	0.250
's-length.	1	1.000
's-like	1	1.000
's-magazin	1	1.000
's-milk	3	0.333
's-movement	1	1.000
's-music	1	1.000
's-next	1	1.000
's-offic	1	1.000
's-paw."	1	1.000
's-relat	1	1.000
's-right	2	0.500
's-side	1	1.000
's-so-loud-and-humorless-it-mu	1	1.000
's-very-nice-to-meet-you-ov	1	1.000
's-wear	1	1.000
's.	261	0.004
's."	10	0.100
's:	19	0.053
's;	4	0.250
's?	21	0.048
's?"	4	0.250
's]	49	0.020
'sass.com	1	1.000
'sbarometr	1	1.000
'scustomari	1	1.000
'shea	3	0.333
'shea,	1	1.000
'souza	8	0.125
'souza'	3	0.333
'souza,	3	0.333
'souza;	4	0.250
'speech	1	1.000
'spuppet.com	1	1.000
'sullivan	2	0.500
'sullivan'	1	1.000
'sullivan,	15	0.067
'sullivan.	2	0.500
't	22	0.045
'tool	2	0.500
'toole).	1	1.000
'triumph	1	1.000
'tselem,	3	0.333
'un	4	0.250
'un."	1	1.000
'uss	1	1.000
've,	2	0.500
've--we've--also	1	1.000
've.	1	1.000
've."	1	1.000
'vision	1	1.000
'war	1	1.000
'well,	1	1.000
'wildcat	1	1.000
'wildcat,	1	1.000
'write	1	1.000
'ya	4	0.250
'ziyeh	2	0.500
'ziyeh"	4	0.250
'ziyeh'	2	0.500
'ziyeh,"	3	0.333
'ziyeh."	1	1.000
'ziyeh:	1	1.000
FALSE	301	0.003
TRUE	3345	0.001
a-changin	1	1.000
a-leagu	1	1.000
aaaargh	1	1.000
aaah	1	1.000
aaargh	1	1.000
aachen	1	1.000
aah	12	0.083
aahh	1	1.000
aahp	14	0.071
aaib	1	1.000
aair	1	1.000
aaliyah	1	1.000
aalto	2	0.500
aam	1	1.000
aamco	1	1.000
aap	5	0.200
aaron	89	0.011
aaron.london(at)new	2	0.500
aaronetta	2	0.500
aaronson	4	0.250
aarp	18	0.056
aarparif	1	1.000
aau	3	0.333
aaup	4	0.250
ab	29	0.034
ab)us	1	1.000
ab1493	1	1.000
aba	7	0.143
abacha	8	0.125
aback	12	0.083
abacu	4	0.250
abacus	1	1.000
abad	3	0.333
abaker@microsoft.com	1	1.000
abalon	3	0.333
abandon	427	0.002
abang	7	0.143
abarca	3	0.333
abarinov	1	1.000
abarnard(at)globe.com	1	1.000
abas	2	0.500
abash	5	0.200
abat	10	0.100
abattoir	1	1.000
abb	10	0.100
abba	8	0.125
abbado	2	0.500
abbasiya	2	0.500
abbass	1	1.000
abbat	5	0.200
abbatial	2	0.500
abbay	5	0.200
abbei	94	0.011
abbess	1	1.000
abbevil	2	0.500
abbi	20	0.050
abboi	1	1.000
abbot	11	0.091
abbott	24	0.042
abboud	1	1.000
abbrevi	23	0.043
abbreviatu	1	1.000
abbuehl	1	1.000
abc	407	0.002
abc-paramount	1	1.000
abc.com	2	0.500
abcd	5	0.200
abcnews.com	4	0.250
abd	8	0.125
abdallah	2	0.500
abdalrahman	1	1.000
abdel	32	0.031
abdel-rahman	1	1.000
abdelamir	1	1.000
abdelaziz	1	1.000
abdelbari	3	0.333
abdelghani	4	0.250
abdeljab	12	0.083
abdellatif	1	1.000
abdelwahhab	1	1.000
abderrahman	2	0.500
abdi	3	0.333
abdic	22	0.045
abdoh	1	1.000
abdolghassem	2	0.500
abdomen	8	0.125
abdomin	11	0.091
abduct	88	0.011
abductor	2	0.500
abdul	48	0.021
abdulaziz	1	1.000
abdullah	54	0.019
abdulsalam	2	0.500
abdurraham	1	1.000
abdurrahman	3	0.333
abednego	1	1.000
abeer	2	0.500
abel	19	0.053
abelard	1	1.000
abelson	7	0.143
abelsonprofessor	1	1.000
abend	1	1.000
abendgarderob	3	0.333
abercombi	1	1.000
abercrombi	16	0.063
aberdeen	14	0.071
aberg	1	1.000
abernathi	8	0.125
aberr	21	0.048
abet	19	0.053
abey	1	1.000
abhor	12	0.083
abhorr	7	0.143
abi	4	0.250
abid	95	0.011
abidin	1	1.000
abidjan	1	1.000
abigail	23	0.043
abigal	1	1.000
abil	709	0.001
abilen	28	0.036
abiola	4	0.250
abiot	1	1.000
abish	1	1.000
abject	21	0.048
abjectli	2	0.500
abjur	6	0.167
abkhazia	1	1.000
abl	2344	0.001
ablas	1	1.000
ablaz	7	0.143
abli	7	0.143
ablut	5	0.200
abm	9	0.111
abneg	4	0.250
abner	16	0.063
abnorm	39	0.026
aboard	98	0.010
abod	4	0.250
abolish	90	0.011
abolit	30	0.033
abolition	1	1.000
abolitionist	22	0.045
abomin	8	0.125
aboot	1	1.000
aborigin	31	0.032
abort	677	0.001
abortifaci	1	1.000
abortionist	4	0.250
abortionist."	1	1.000
aboukir	1	1.000
abound	53	0.019
abound,and	1	1.000
about	27531	0.001
about,	1	1.000
about,not	1	1.000
about--it	1	1.000
about.com	2	0.500
about11	1	1.000
abov	944	0.001
aboveboard	4	0.250
abracadabra	3	0.333
abraham	86	0.012
abram	35	0.029
abramov	1	1.000
abramovich	1	1.000
abramovitz	2	0.500
abramowitz	4	0.250
abramson	3	0.333
abras	26	0.038
abrash	1	1.000
abreast	16	0.063
abreu	3	0.333
abri	1	1.000
abridg	9	0.111
abrigo	1	1.000
abroad	220	0.005
abroad,and	1	1.000
abrod	1	1.000
abrog	3	0.333
abrupt	31	0.032
abruptli	38	0.026
abruzzi	1	1.000
abs	1	1.000
absalom	3	0.333
abscam	1	1.000
abscess	1	1.000
abscond	1	1.000
absenc	193	0.005
absent	76	0.013
absente	46	0.022
absentia	4	0.250
absentionist	1	1.000
absolut	972	0.001
absolutist	8	0.125
absolv	18	0.056
absorb	212	0.005
absorpt	17	0.059
abstain	15	0.067
abstemi	3	0.333
abstent	6	0.167
abstin	43	0.023
abstract	164	0.006
abstractionist	2	0.500
abstractli	4	0.250
abstrus	8	0.125
absurd	205	0.005
absurd.	1	1.000
absurdist	7	0.143
absurdli	26	0.038
absurdu	1	1.000
abt	9	0.111
abu	52	0.019
abu"	1	1.000
abubakar	6	0.167
abukayak	1	1.000
abund	83	0.012
abundantli	9	0.111
aburdeineh	1	1.000
abus	955	0.001
abuse."	1	1.000
abuse.y	1	1.000
abut	6	0.167
abuzz	4	0.250
abydo	1	1.000
abym	1	1.000
abysm	17	0.059
abyss	11	0.091
abyssinia	1	1.000
abyssinian	2	0.500
abzug	2	0.500
ac	81	0.012
aca	2	0.500
acacia	4	0.250
acad	5	0.200
academ	434	0.002
academes	1	1.000
academi	226	0.004
academia	24	0.042
academician	3	0.333
acadia	1	1.000
acadian	1	1.000
acampora	1	1.000
acanthu	2	0.500
acapulco	5	0.200
acatitla	1	1.000
acc	21	0.048
accademia	7	0.143
acced	14	0.071
acceler	110	0.009
accent	174	0.006
accents."	1	1.000
accentservices.usa	1	1.000
accentu	22	0.045
accentur	8	0.125
accept	1311	0.001
access	904	0.001106
access"	1	1.000
accessor	5	0.200
accessori	47	0.021
accessworld	1	1.000
accid	480	0.002
accident	121	0.008
accident.	1	1.000
acciv	1	1.000
acclaim	96	0.010
acclam	3	0.333
acclim	17	0.059
acclimat	3	0.333
accnot	3	0.333
acco	8	0.125
accoberri	1	1.000
accolad	11	0.091
accommod	204	0.005
accommodationist	2	0.500
accompani	283	0.004
accompanist	3	0.333
accompli	3	0.333
accomplic	26	0.038
accomplish	352	0.003
accompong	1	1.000
accord	2122	0.001
accordingli	45	0.022
accordion	7	0.143
accorsi	1	1.000
accost	8	0.125
account	2287	0.001
accountantand	1	1.000
accounting"	1	1.000
accountingmalpractice.com	1	1.000
accouter	3	0.333
accoutr	9	0.111
accra	1	1.000
accralph	3	0.333
accredit	21	0.048
accret	7	0.143
accru	30	0.033
accrual	1	1.000
accueillir	1	1.000
accultur	1	1.000
accumben	5	0.200
accumul	125	0.008
accur	264	0.004
accuraci	67	0.015
accurs	2	0.500
accus	1214	0.001
accusatori	3	0.333
accusingli	2	0.500
accustom	82	0.012
accutron	2	0.500
accuweath	1	1.000
accuweather.com	1	1.000
acea	1	1.000
aceh	7	0.143
acehnes	2	0.500
acela	4	0.250
acer	1	1.000
acerb	9	0.111
acert	1	1.000
acet	2	0.500
acevedo	2	0.500
ach	34	0.029
achada	4	0.250
achaean	1	1.000
acheh	1	1.000
acheiv	1	1.000
achenbach	4	0.250
acheson	26	0.038
achiev	808	0.001
achil	20	0.050
achingli	6	0.167
achondroplast	1	1.000
achromatop	1	1.000
achromatopsia	1	1.000
aci	1	1.000
acid	155	0.006
acidli	1	1.000
acke	3	0.333
ackerli	2	0.500
ackerman	8	0.125
ackermann	9	0.111
ackil	3	0.333
ackland	1	1.000
acknowledg	481	0.002
ackroyd	2	0.500
acl	1	1.000
aclu	23	0.043
acm	7	0.143
acmepet.com	1	1.000
acn	6	0.167
acoa	2	0.500
acocella	2	0.500
acolyt	12	0.083
acorn	10	0.100
acoust	56	0.018
acq	1	1.000
acquaint	96	0.010
acquaintanceship	1	1.000
acquiesc	20	0.050
acquir	392	0.003
acquire	1	1.000
acquisit	161	0.006
acquit	58	0.017
acquitt	35	0.029
acr	370	0.003
acreag	10	0.100
acrid	4	0.250
acrimoni	10	0.100
acrisiu	2	0.500
acrobat	28	0.036
acromegali	1	1.000
acronym	29	0.034
acropoli	5	0.200
across	1517	0.001
acrossth	1	1.000
acrost	2	0.500
acryl	3	0.333
acsens	1	1.000
act	1801	0.001
act"	1	1.000
actaeon	2	0.500
actic	1	1.000
acting!	1	1.000
actinid	1	1.000
action	1605	0.001
actionless	1	1.000
actions=and	1	1.000
activ	1524	0.001
activa	1	1.000
activewear	1	1.000
activex	8	0.125
activi	1	1.000
activism"	1	1.000
activist	294	0.003
activiti	1	1.000
activities"	1	1.000
acton	7	0.143
actonel	3	0.333
actor	545	0.002
actovegin	1	1.000
actress	218	0.005
actressi	1	1.000
actua	1	1.000
actual	4578	0.001
actuari	5	0.200
actuat	1	1.000
actwu	1	1.000
acuiti	6	0.167
acumen	15	0.067
acupunctur	18	0.056
acupuncturist	1	1.000
acura	9	0.111
acut	52	0.019
acuto	1	1.000
acvb	4	0.250
ad	2126	0.001
ad-mak	1	1.000
ad."	1	1.000
ada	25	0.040
adag	13	0.077
adages,sp	1	1.000
adai	1	1.000
adair	2	0.500
adaja	1	1.000
adalar	1	1.000
adam	355	0.003
adamantli	10	0.100
adamson	1	1.000
adamu	1	1.000
adana	1	1.000
adao	2	0.500
adapt	280	0.004
adaptec	1	1.000
adar	2	0.500
adbust	1	1.000
adcap	4	0.250
adco	1	1.000
adcock	1	1.000
adcos	1	1.000
add	944	0.001
addam	5	0.200
addenda	2	0.500
addendum	4	0.250
adder	1	1.000
adderal	1	1.000
addi	3	0.333
addict	319	0.003
addison	28	0.036
addit	921	0.001
addition	34	0.029
additon	1	1.000
addizion	1	1.000
addl	20	0.050
addlep	1	1.000
addo	19	0.053
addr	1	1.000
address	1379	0.001
address--it	1	1.000
address.	2	0.500
addressc	1	1.000
addresse	1	1.000
addresss	1	1.000
adduc	5	0.200
ade.	1	1.000
adecco	2	0.500
adega	2	0.500
adel	11	0.091
adelaid	4	0.250
adeli	1	1.000
adelina	1	1.000
adelman	1	1.000
adelphia	37	0.027
aden	4	0.250
adena	2	0.500
adept	38	0.026
adeptli	6	0.167
adequ	135	0.007
adequaci	4	0.250
adhd	1	1.000
adher	68	0.015
adhes	8	0.125
adi	4	0.250
adiabn	1	1.000
adida	9	0.111
adieu	9	0.111
adig	6	0.167
adil	5	0.200
adin	1	1.000
adinath	3	0.333
adipos	1	1.000
adirondack	16	0.063
adjac	192	0.005
adjacen	1	1.000
adjani	2	0.500
adject	31	0.032
adjectiv	2	0.500
adjoin	48	0.021
adjourn	17	0.059
adjud	13	0.077
adjudicatori	1	1.000
adjunct	12	0.083
adjust	346	0.003
adjut	3	0.333
adkin	24	0.042
adl	1	1.000
adlai	14	0.071
adler	34	0.029
adler)"	1	1.000
adleta	1	1.000
adm	28	0.036
admak	2	0.500
adman	3	0.333
administ	104	0.010
administaff	1	1.000
administr	1785	0.001
administration"	1	1.000
administration."	1	1.000
adminstr	1	1.000
admir	414	0.002
admiralti	3	0.333
admiration.	1	1.000
admire."	1	1.000
admiringli	6	0.167
admiss	305	0.003
admission"	1	1.000
admit	840	0.001
admitprecis	1	1.000
admitt	1	1.000
admittedli	43	0.023
admixtur	2	0.500
admonish	24	0.042
admonit	15	0.067
admonitori	1	1.000
adnan	2	0.500
ado	4	0.250
adob	29	0.034
adobo	1	1.000
adol	5	0.200
adolesc	129	0.008
adolf	30	0.033
adolph	9	0.111
adonai	1	1.000
adoni	3	0.333
adopt	600	0.002
adopte	1	1.000
ador	131	0.008
adoringli	1	1.000
adorn	55	0.018
adorno	5	0.200
adp	2	0.500
adr	5	0.200
adrelev	3	0.333
adren	1	1.000
adrenalin	18	0.056
adrian	33	0.030
adriana	3	0.333
adriann	3	0.333
adrianopl	2	0.500
adriat	15	0.067
adrien	4	0.250
adrienn	1	1.000
adrift	7	0.143
adroit	5	0.200
adroitli	11	0.091
adsl	4	0.250
adubato	4	0.250
adul	12	0.083
adulatori	8	0.125
adult	840	0.001
adulter	49	0.020
adulteress	3	0.333
adulteri	183	0.005
adulthood	28	0.036
adults."	2	0.500
adumbr	5	0.200
adumim	1	1.000
adv	19	0.053
advanc	900	0.001
advancepc	1	1.000
advantag	691	0.001
advent	53	0.019
adventi	1	1.000
adventist	3	0.333
adventur	295	0.003
adventureland	1	1.000
adventuresom	7	0.143
adver	1	1.000
adverb	7	0.143
advers	65	0.015
adversari	53	0.019
advert	2	0.500
advertis	853	0.001
advertisementb	1	1.000
advertisers?	1	1.000
advertising-driven	1	1.000
advertori	4	0.250
advic	510	0.002
advice."	1	1.000
advil	5	0.200
advis	653	0.002
advisedli	2	0.500
advisor	35	0.029
advisori	102	0.010
advoc	471	0.002
advocaci	90	0.011
advocates--that	1	1.000
adwatch	1	1.000
ae	5	0.200
aection	1	1.000
aeegintr	1	1.000
aeg	6	0.167
aegean	81	0.012
aegi	1	1.000
aegon	1	1.000
aei	4	0.250
aelia	3	0.333
aeneid	1	1.000
aeolian	1	1.000
aeon	1	1.000
aep	2	0.500
aerat	3	0.333
aeri	3	0.333
aerial	31	0.032
aero	10	0.100
aerob	200	0.005
aerobat	1	1.000
aerodrom	1	1.000
aerodyn	1	1.000
aerodynam	10	0.100
aeronaut	17	0.059
aeroplan	2	0.500
aeroporto	1	1.000
aerosmith	13	0.077
aerosol	19	0.053
aerospac	42	0.024
aerostar	1	1.000
aert	10	0.100
aeschbach	1	1.000
aeschylu	2	0.500
aesop	7	0.143
aesopian	1	1.000
aesthet	176	0.006
aesthetic	4	0.250
aethiopi	1	1.000
aetna	30	0.033
af	4	0.250
afa	3	0.333
afar	19	0.053
afc	18	0.056
afca	1	1.000
afdc	15	0.067
afdiseas	2	0.500
afewerki	1	1.000
affabl	13	0.077
affair	779	0.001
affairspartnership	1	1.000
affairsth	1	1.000
affc	1	1.000
affect	752	0.001
affection	33	0.030
affectionate"	1	1.000
affectless	5	0.200
affianc	1	1.000
affidavit	87	0.011
affili	125	0.008
affin	27	0.037
affirm	355	0.003
affix	17	0.059
affleck	27	0.037
affleck)	1	1.000
afflict	89	0.011
affluenc	11	0.091
affluent	61	0.016
afford	655	0.002
afford."	1	1.000
affront	25	0.040
affuent	1	1.000
afganistan	1	1.000
afghan	159	0.006
afghani	4	0.250
afghania	1	1.000
afghanistan	263	0.004
afghanistani	1	1.000
afi	27	0.037
aficionado	26	0.038
afield	13	0.077
afir	1	1.000
afix	1	1.000
afl	58	0.017
afl-cio	6	0.167
aflac	2	0.500
aflam	1	1.000
afloat	29	0.034
aflutt	1	1.000
afonso	1	1.000
afoot	12	0.083
aforement	17	0.059
aforethought	2	0.500
afoul	17	0.059
afraid	406	0.002
afraid"	1	1.000
afresh	7	0.143
afri	2	0.500
africa	352	0.003
african	572	0.002
african-american	1	1.000
africana	3	0.333
africanist	2	0.500
africanoodian	1	1.000
africar	2	0.500
afrikan	4	0.250
afro	19	0.053
afrocentr	6	0.167
afrocentrist	3	0.333
afsa	2	0.500
afshin	1	1.000
aft	6	0.167
after	9105	0.001
afterburn	3	0.333
aftereffect	3	0.333
afterglow	10	0.100
afterlif	10	0.100
aftermarket	1	1.000
aftermarkof	1	1.000
aftermath	68	0.015
afternoon	532	0.002
afternoons."	1	1.000
aftershock	8	0.125
aftertast	7	0.143
aftertax	1	1.000
afterthought	15	0.067
afterward	203	0.005
afterword	3	0.333
aftery	1	1.000
afyon	1	1.000
ag	2575	0.001
ag2r	8	0.125
agahi	8	0.125
again	3193	0.001
again!	1	1.000
again&	1	1.000
again)	1	1.000
again,	2	0.500
again,tri	1	1.000
again."	2	0.500
again?"	1	1.000
against	4495	0.001
against...what	1	1.000
agamemnon	1	1.000
agap	3	0.333
agapanthu	2	0.500
agarcia(at)statesman.com	3	0.333
agassi	61	0.016
agastach	1	1.000
agat	2	0.500
agatha	6	0.167
agbayani	1	1.000
agd	5	0.200
age	2	0.500
age16	1	1.000
age;yet	1	1.000
agedli	1	1.000
agei	7	0.143
ageist	3	0.333
ageless	3	0.333
agem	15	0.067
agenc	1195	0.001
agency!	1	1.000
agency"	1	1.000
agencywid	1	1.000
agenda	280	0.004
agent	1064	0.001
agent.	1	1.000
agentri	2	0.500
agents=r	1	1.000
agentsai	1	1.000
agentssai	1	1.000
ager	172	0.006
ages!	1	1.000
ages!"	1	1.000
agewis	1	1.000
agggah	1	1.000
aggi	12	0.083
agglomer	3	0.333
aggrand	15	0.067
aggrandiz	12	0.083
aggrav	61	0.016
aggreg	24	0.042
aggress	444	0.002
aggressor	17	0.059
aggriev	21	0.048
aggrievor	1	1.000
aggro	1	1.000
agh	1	1.000
agha	1	1.000
aghajari	1	1.000
aghast	16	0.063
aghiaso	2	0.500
aghion	1	1.000
agia	2	0.500
agic	1	1.000
agil	19	0.053
agincourt	3	0.333
agio	2	0.500
agit	31	0.032
agitprop	9	0.111
aglow	5	0.200
agmon	6	0.167
agn	10	0.100
agnelli	36	0.028
agnew	4	0.250
agnieszka	2	0.500
agnolo	1	1.000
agnonda	1	1.000
agnost	11	0.091
agnostic	2	0.500
agnu	2	0.500
ago	3678	0.001
ago)	1	1.000
ago--bak	1	1.000
ago.w	1	1.000
agog	3	0.333
agon	41	0.024
agona	1	1.000
agonali	1	1.000
agoni	25	0.040
agonizingli	3	0.333
agora	8	0.125
agoraphobia	1	1.000
agordon(at)coxnews.com	24	0.042
agostino	1	1.000
agoura	4	0.250
agr	1	1.000
agra	22	0.045
agrarian	8	0.125
agraw	2	0.500
agre	2518	0.001
agreeabl	24	0.042
agreement	820	0.001
agreement"	1	1.000
agreement."	2	0.500
agresti	1	1.000
agrevo	1	1.000
agri	1	1.000
agribiz	2	0.500
agribusi	7	0.143
agricol	6	0.167
agricultur	245	0.004
agriculturalist	1	1.000
agriculturist	1	1.000
agrigento	3	0.333
agrippa	2	0.500
agrippina	1	1.000
agron	2	0.500
agrotour	1	1.000
aground	5	0.200
agua	1	1.000
aguardent	3	0.333
aguilar	5	0.200
aguilera	13	0.077
aguinaga	1	1.000
aguini	1	1.000
aguirr	8	0.125
agust	1	1.000
agustain	4	0.250
ah	560	0.002
ah"	1	1.000
aha	9	0.111
aha--that	1	1.000
ahab	7	0.143
ahad	2	0.500
aharanot	13	0.077
aharon	4	0.250
aharoniski	1	1.000
aharonot	2	0.500
ahc	1	1.000
ahcompetit	1	1.000
ahead	1067	0.001
ahead."	1	1.000
ahearn	1	1.000
ahem	2	0.500
ahern	6	0.167
ahh	2	0.500
ahi	1	1.000
ahimsa	1	1.000
ahistor	1	1.000
ahkenaten	2	0.500
ahlstrand	1	1.000
ahm	32	0.031
ahmad	11	0.091
ahmadic	2	0.500
ahmadzai	2	0.500
ahmanson	1	1.000
ahmedabad	3	0.333
